1 0 155688 


2 .2 24609 
2 1.2 24605.3 


4 .4 12277.4 
4 1.4 12275.6 
4 2.4 12275.7 
4 3.4 12275.5 


8 .6 43.205 
8 1.6 43.256 
8 2.6 42.886 
8 3.6 43.212 
8 4.6 43.25 
8 5.6 43.248 
8 6.6 42.777 
8 7.6 42.839 


16 .8 4.328 
16 1.8 4.398 
16 2.8 3.933 
16 3.8 3.93 
16 4.8 4.4 
16 5.8 4.393 
16 6.8 4.414 
16 7.8 4.412 
16 8.8 4.419 
16 9.8 3.938 
16 10.8 4.384 
16 11.8 4.38 
16 12.8 4.379 
16 13.8 4.38 
16 14.8 3.905 
16 15.8 4.361 


